! note: initial lines of file can contain comments
!
            60 -- model for mesa/star, with cell boundary velocities (v), with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      1.2120676762883630D+01
                    model_number                            5819
                        star_age      1.5405478059032502D+07
                       initial_z      3.4000000000000024D-04
                        n_shells                            1993
                        net_name   'approx21.net'
                         species                              21
                            time      4.8616838716216894D+14

                lnd                        lnT                        lnR                          L                  dq                          v                      omega                   conv_vel                   neut                       h1                         prot                       he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       si28                       s32                        ar36                       ca40                       ti44                       cr48                       cr56                       fe52                       fe54                       fe56                       ni56     
   32    -1.3638989389229838D+01     1.2993294424225858D+01     2.3970250231249314D+01     1.1659273490526129D+39     9.0768759478668030D-13     0.0000000000000000D+00     3.7339805963782253D-03     4.8455909731936026D+05     1.0301331472933381D-99     4.3850466244041887D-31     1.0301331473906127D-99     1.2035479020347410D-30     4.4720814439624536D-02     3.0594810477606992D-01     1.7124594463493711D-08     6.4768693356147455D-01     1.5523864825286198D-03     6.0993439706809109D-05     8.2784694513321355D-06     5.0166223617129235D-06     9.8101760550415484D-07     7.5916633275839187D-07     2.4170433744712904D-22     8.2601328977603412D-41     1.0301331473419752D-99     1.7809184011034469D-61     9.0369158723151503D-07     1.4811208662413544D-05     1.0190302549846494D-99 
   33    -1.3578360132593878D+01     1.3013300418960165D+01     2.3970164352954164D+01     1.1661292877673146D+39     1.8153751895732261D-12     0.0000000000000000D+00     3.7340416711514330D-03     4.8620332507737549D+05     1.0301331472933377D-99     4.3850466138050743D-31     1.0301331473906112D-99     1.2035478988401357D-30     4.4720814439055605D-02     3.0594810477496685D-01     1.7124594463193236D-08     6.4768693356312914D-01     1.5523864825456506D-03     6.0993439707102092D-05     8.2784694513321586D-06     5.0166223617129208D-06     9.8101760550415413D-07     7.5916633275839169D-07     2.4170433745234527D-22     8.2601328980934081D-41     1.0301331473419745D-99     1.7809184012111751D-61     9.0369158723151503D-07     1.4811208662413535D-05     1.0190291403395517D-99 
   34    -1.3490218584326008D+01     1.3037395950677295D+01     2.3970002640396392D+01     1.1665045873903026D+39     1.8153751895733748D-12     0.0000000000000000D+00     3.7341536354143420D-03     4.4372220426252475D+05     1.0301331472933379D-99     4.3850465985680919D-31     1.0301331473906141D-99     1.2035478942476645D-30     4.4720814438237717D-02     3.0594810477338172D-01     1.7124594462761311D-08     6.4768693356550732D-01     1.5523864825701365D-03     6.0993439707523329D-05     8.2784694513322154D-06     5.0166223617129270D-06     9.8101760550415519D-07     7.5916633275839222D-07     2.4170433745984416D-22     8.2601328985722197D-41     1.0301331473419765D-99     1.7809184013660432D-61     9.0369158723151521D-07     1.4811208662413546D-05     1.0190275375163502D-99 
   35    -1.3414046869385034D+01     1.3060123376961678D+01     2.3969854502487981D+01     1.1668286314362670D+39     1.9364002022116249D-12     0.0000000000000000D+00     3.7342515248852934D-03     4.6844327317901850D+05     1.0301331472933377D-99     4.3850465837574263D-31     1.0301331473906125D-99     1.2035478897836859D-30     4.4720814437442708D-02     3.0594810477184068D-01     1.7124594462341454D-08     6.4768693356781925D-01     1.5523864825939379D-03     6.0993439707932752D-05     8.2784694513322474D-06     5.0166223617129279D-06     9.8101760550415466D-07     7.5916633275839231D-07     2.4170433746713295D-22     8.2601328990376234D-41     1.0301331473419759D-99     1.7809184015165781D-61     9.0369158723151610D-07     1.4811208662413535D-05     1.0190259791132214D-99 
   36    -1.3344296208360972D+01     1.3081587552835749D+01     2.3969708013186163D+01     1.1671161494112765D+39     1.9364002022116507D-12     0.0000000000000000D+00     3.7343427309368903D-03     4.7952376791175765D+05     1.0301331472933377D-99     4.3850465686506696D-31     1.0301331473906132D-99     1.2035478852304655D-30     4.4720814436631819D-02     3.0594810477026874D-01     1.7124594461913211D-08     6.4768693357017737D-01     1.5523864826182141D-03     6.0993439708350365D-05     8.2784694513322918D-06     5.0166223617129261D-06     9.8101760550415377D-07     7.5916633275839293D-07     2.4170433747456763D-22     8.2601328995123424D-41     1.0301331473419761D-99     1.7809184016701220D-61     9.0369158723151556D-07     1.4811208662413546D-05     1.0190243891191010D-99 
   37    -1.3282562989700821D+01     1.3101360011177847D+01     2.3969571335364259D+01     1.1673625411832080D+39     1.9364002022116896D-12     0.0000000000000000D+00     3.7344222588479882D-03     4.8859031837118394D+05     1.0301331472933383D-99     4.3850465537474105D-31     1.0301331473906141D-99     1.2035478807385797D-30     4.4720814435831846D-02     3.0594810476871812D-01     1.7124594461490731D-08     6.4768693357250350D-01     1.5523864826421631D-03     6.0993439708762355D-05     8.2784694513323362D-06     5.0166223617129279D-06     9.8101760550415573D-07     7.5916633275839302D-07     2.4170433748190180D-22     8.2601328999806593D-41     1.0301331473419754D-99     1.7809184018215978D-61     9.0369158723151610D-07     1.4811208662413550D-05     1.0190228201291862D-99 
   38    -1.3226987991002931D+01     1.3119682600833675D+01     2.3969442788812393D+01     1.1675794011075357D+39     1.9364002022117087D-12     0.0000000000000000D+00     3.7346495006385000D-03     4.9487006753174007D+05     1.0301331472933370D-99     4.3850465390296538D-31     1.0301331473906127D-99     1.2035478763026030D-30     4.4720814435041837D-02     3.0594810476718685D-01     1.7124594461073508D-08     6.4768693357480069D-01     1.5523864826658133D-03     6.0993439709169168D-05     8.2784694513323788D-06     5.0166223617129208D-06     9.8101760550415484D-07     7.5916633275839267D-07     2.4170433748914477D-22     8.2601329004431480D-41     1.0301331473419752D-99     1.7809184019711876D-61     9.0369158723151556D-07     1.4811208662413539D-05     1.0190212702705510D-99 
   39    -1.3163347675993029D+01     1.3147206432925235D+01     2.3969321145706428D+01     1.1677841742057906D+39     4.3569004549754035D-12     0.0000000000000000D+00     3.7350156043135092D-03     4.4579239377605288D+05     1.0301331472933377D-99     4.3850465169071828D-31     1.0301331473906143D-99     1.2035478696348240D-30     4.4720814433854370D-02     3.0594810476488492D-01     1.7124594460446378D-08     6.4768693357825410D-01     1.5523864827013643D-03     6.0993439709780679D-05     8.2784694513324392D-06     5.0166223617129270D-06     9.8101760550415484D-07     7.5916633275839284D-07     2.4170433750003201D-22     8.2601329011383342D-41     1.0301331473419768D-99     1.7809184021960384D-61     9.0369158723151592D-07     1.4811208662413544D-05     1.0190189400701337D-99 
   40    -1.3063748771687100D+01     1.3176729616437716D+01     2.3969064178315258D+01     1.1682296620723096D+39     3.3887003538703530D-12     0.0000000000000000D+00     3.7358153051545479D-03     4.1276961901454907D+05     1.0301331472933368D-99     4.3850464855584236D-31     1.0301331473906134D-99     1.2035478601862148D-30     4.4720814432171609D-02     3.0594810476162286D-01     1.7124594459557695D-08     6.4768693358314752D-01     1.5523864827517388D-03     6.0993439710647239D-05     8.2784694513325121D-06     5.0166223617129217D-06     9.8101760550415448D-07     7.5916633275839222D-07     2.4170433751545976D-22     8.2601329021234288D-41     1.0301331473419759D-99     1.7809184025146631D-61     9.0369158723151539D-07     1.4811208662413537D-05     1.0190156363459899D-99 
   41    -1.3006331436875153D+01     1.3195225145100391D+01     2.3968883142863450D+01     1.1685005317828092D+39     1.9364002022119027D-12     0.0000000000000000D+00     3.7363060472932323D-03     4.8957169351522642D+05     1.0301331472933366D-99     4.3850464658200438D-31     1.0301331473906127D-99     1.2035478542370090D-30     4.4720814431112101D-02     3.0594810475956930D-01     1.7124594458998148D-08     6.4768693358622853D-01     1.5523864827834561D-03     6.0993439711192838D-05     8.2784694513325689D-06     5.0166223617129226D-06     9.8101760550415413D-07     7.5916633275839222D-07     2.4170433752517364D-22     8.2601329027436882D-41     1.0301331473419754D-99     1.7809184027152840D-61     9.0369158723151539D-07     1.4811208662413529D-05     1.0190135552943899D-99 
   42    -1.2963281308812883D+01     1.3214263213476524D+01     2.3968785425634071D+01     1.1686256856441619D+39     3.8728004044231463D-12     0.0000000000000000D+00     3.7365329249309255D-03     5.0175925788001221D+05     1.0301331472933377D-99     4.3850464464699276D-31     1.0301331473906141D-99     1.2035478484048278D-30     4.4720814430073438D-02     3.0594810475755593D-01     1.7124594458449616D-08     6.4768693358924869D-01     1.5523864828145517D-03     6.0993439711727717D-05     8.2784694513326293D-06     5.0166223617129279D-06     9.8101760550415573D-07     7.5916633275839267D-07     2.4170433753469668D-22     8.2601329033517476D-41     1.0301331473419763D-99     1.7809184029119588D-61     9.0369158723151628D-07     1.4811208662413530D-05     1.0190115146908402D-99 
   43    -1.2900189779478967D+01     1.3237343436358204D+01     2.3968598146081987D+01     1.1688666438452699D+39     3.8728004044233790D-12     0.0000000000000000D+00     3.7369605547221338D-03     4.6998604962354306D+05     1.0301331472933361D-99     4.3850464188391855D-31     1.0301331473906127D-99     1.2035478400768395D-30     4.4720814428590269D-02     3.0594810475468059D-01     1.7124594457666320D-08     6.4768693359356221D-01     1.5523864828589514D-03     6.0993439712491470D-05     8.2784694513326932D-06     5.0166223617129235D-06     9.8101760550415448D-07     7.5916633275839151D-07     2.4170433754829439D-22     8.2601329042200006D-41     1.0301331473419736D-99     1.7809184031927935D-61     9.0369158723151592D-07     1.4811208662413514D-05     1.0190085995491151D-99 
   44    -1.2836522625638628D+01     1.3268854137151173D+01     2.3968422221444014D+01     1.1690930635179102D+39     7.7456008088471781D-12     0.0000000000000000D+00     3.7373595635116854D-03     4.4790763797620662D+05     1.0301331472933370D-99     4.3850463807720929D-31     1.0301331473906143D-99     1.2035478286033027D-30     4.4720814426546926D-02     3.0594810475071985D-01     1.7124594456587216D-08     6.4768693359950404D-01     1.5523864829201256D-03     6.0993439713543828D-05     8.2784694513328016D-06     5.0166223617129253D-06     9.8101760550415502D-07     7.5916633275839249D-07     2.4170433756702842D-22     8.2601329054162277D-41     1.0301331473419752D-99     1.7809184035797067D-61     9.0369158723151592D-07     1.4811208662413539D-05     1.0190045815780368D-99 
   45    -1.2751045307500912D+01     1.3296174572541856D+01     2.3968091824368604D+01     1.1694704474115165D+39     3.8728004044235664D-12     0.0000000000000000D+00     3.7383066209726441D-03     2.7560099649416827D+05     1.0301331472933381D-99     4.3850463215944559D-31     1.0301331473906141D-99     1.2035478107669870D-30     4.4720814423370436D-02     3.0594810474456233D-01     1.7124594454909638D-08     6.4768693360874118D-01     1.5523864830152218D-03     6.0993439715179693D-05     8.2784694513329597D-06     5.0166223617129261D-06     9.8101760550415573D-07     7.5916633275839231D-07     2.4170433759615157D-22     8.2601329072758300D-41     1.0301331473419770D-99     1.7809184041811827D-61     9.0369158723151556D-07     1.4811208662413537D-05     1.0189983303241025D-99 
   46    -1.2712376631193378D+01     1.3313148282333664D+01     2.3967940050154878D+01     1.1695994186656908D+39     3.8728004044234371D-12     0.0000000000000000D+00     3.7386906500799081D-03     5.0498980547278282D+05     1.0301331472933374D-99     4.3850462992659284D-31     1.0301331473906134D-99     1.2035478040371030D-30     4.4720814422171928D-02     3.0594810474223925D-01     1.7124594454276684D-08     6.4768693361222631D-01     1.5523864830511033D-03     6.0993439715796951D-05     8.2784694513330165D-06     5.0166223617129279D-06     9.8101760550415626D-07     7.5916633275839293D-07     2.4170433760714038D-22     8.2601329079774838D-41     1.0301331473419763D-99     1.7809184044081279D-61     9.0369158723151574D-07     1.4811208662413539D-05     1.0189959702806383D-99 
   47    -1.2670708872292650D+01     1.3335313027461095D+01     2.3967793967573163D+01     1.1697051139550207D+39     6.9618197746185614D-12     0.0000000000000000D+00     3.7389066010264353D-03     7.0586437531172325D+05     1.0301331472933388D-99     4.3850462763990680D-31     1.0301331473906147D-99     1.2035477971449617D-30     4.4720814420944519D-02     3.0594810473986000D-01     1.7124594453628459D-08     6.4768693361579554D-01     1.5523864830878504D-03     6.0993439716429076D-05     8.2784694513331000D-06     5.0166223617129297D-06     9.8101760550415679D-07     7.5916633275839320D-07     2.4170433761839404D-22     8.2601329086960539D-41     1.0301331473419765D-99     1.7809184046405450D-61     9.0369158723151681D-07     1.4811208662413544D-05     1.0189935521702324D-99 
   48    -1.2609666491272646D+01     1.3365140535796755D+01     2.3967541933439759D+01     1.1698905183881698D+39     9.2670581105854186D-12     0.0000000000000000D+00     3.7394967526805151D-03     2.3319900657419561D+05     1.0301331472933381D-99     4.3850461974024144D-31     1.0301331473906150D-99     1.2035477733351374D-30     4.4720814416704168D-02     3.0594810473164040D-01     1.7124594451389043D-08     6.4768693362812648D-01     1.5523864832147946D-03     6.0993439718612787D-05     8.2784694513333025D-06     5.0166223617129297D-06     9.8101760550415644D-07     7.5916633275839302D-07     2.4170433765727046D-22     8.2601329111784362D-41     1.0301331473419772D-99     1.7809184054434603D-61     9.0369158723151681D-07     1.4811208662413546D-05     1.0189851929072739D-99 
   49    -1.2548800988487094D+01     1.3390371670939862D+01     2.3967226041847098D+01     1.1700761943279693D+39     6.1780387403901579D-12     0.0000000000000000D+00     3.7409986922649562D-03     1.2222107376420361D+05     1.0301331472933366D-99     4.3850460960411030D-31     1.0301331473906130D-99     1.2035477427845375D-30     4.4720814411263321D-02     3.0594810472109355D-01     1.7124594448515642D-08     6.4768693364394849D-01     1.5523864833776761D-03     6.0993439721414679D-05     8.2784694513335654D-06     5.0166223617129208D-06     9.8101760550415519D-07     7.5916633275839258D-07     2.4170433770715371D-22     8.2601329143636164D-41     1.0301331473419759D-99     1.7809184064736895D-61     9.0369158723151592D-07     1.4811208662413539D-05     1.0189744531506388D-99 
   50    -1.2512949995658759D+01     1.3409084193923948D+01     2.3967027730191738D+01     1.1701403549377411D+39     6.1780387403902743D-12     0.0000000000000000D+00     3.7416696128387862D-03     8.5505884056618093D+05     1.0301331472933359D-99     4.3850460810129723D-31     1.0301331473906130D-99     1.2035477382550137D-30     4.4720814410456650D-02     3.0594810471952991D-01     1.7124594448089625D-08     6.4768693364629417D-01     1.5523864834018253D-03     6.0993439721830116D-05     8.2784694513336063D-06     5.0166223617129235D-06     9.8101760550415519D-07     7.5916633275839249D-07     2.4170433771454944D-22     8.2601329148358626D-41     1.0301331473419752D-99     1.7809184066264347D-61     9.0369158723151645D-07     1.4811208662413537D-05     1.0189728585542681D-99 
   51    -1.2476870973165423D+01     1.3435110296588297D+01     2.3966836290382804D+01     1.1701818723140928D+39     1.2356077480780429D-11     0.0000000000000000D+00     3.7418087183681398D-03     1.0695498039709157D+06     1.0301331472933361D-99     4.3850460603088787D-31     1.0301331473906139D-99     1.2035477320147396D-30     4.4720814409345299D-02     3.0594810471737581D-01     1.7124594447502690D-08     6.4768693364952563D-01     1.5523864834350953D-03     6.0993439722402404D-05     8.2784694513336560D-06     5.0166223617129244D-06     9.8101760550415573D-07     7.5916633275839195D-07     2.4170433772473844D-22     8.2601329154864622D-41     1.0301331473419754D-99     1.7809184068368675D-61     9.0369158723151574D-07     1.4811208662413530D-05     1.0189706599741150D-99 
   52    -1.2417718231858558D+01     1.3465768667265296D+01     2.3966466667533290D+01     1.1702574134915491D+39     1.2356077480780740D-11     0.0000000000000000D+00     3.7419492966415366D-03     5.7064910948404845D+06     1.0301331472933357D-99     4.3850460533971586D-31     1.0301331473906136D-99     1.2035477299315262D-30     4.4720814408974280D-02     3.0594810471665652D-01     1.7124594447306751D-08     6.4768693365060494D-01     1.5523864834462024D-03     6.0993439722593443D-05     8.2784694513336827D-06     5.0166223617129199D-06     9.8101760550415519D-07     7.5916633275839187D-07     2.4170433772813990D-22     8.2601329157036538D-41     1.0301331473419752D-99     1.7809184069071175D-61     9.0369158723151556D-07     1.4811208662413523D-05     1.0189699253350703D-99 
   53    -1.2369873047996220D+01     1.3491818199227005D+01     2.3966117899161307D+01     1.1702821778628196D+39     1.1065144012637682D-11     0.0000000000000000D+00     3.7429619399286422D-03     2.1920896072094473D+05     1.0301331472933361D-99     4.3850459187202304D-31     1.0301331473906123D-99     1.2035476893395007D-30     4.4720814401745183D-02     3.0594810470264310D-01     1.7124594443488940D-08     6.4768693367162706D-01     1.5523864836626208D-03     6.0993439726316314D-05     8.2784694513340291D-06     5.0166223617129199D-06     9.8101760550415448D-07     7.5916633275839133D-07     2.4170433779441884D-22     8.2601329199357405D-41     1.0301331473419752D-99     1.7809184082759649D-61     9.0369158723151485D-07     1.4811208662413523D-05     1.0189556041004386D-99 
   54    -1.2332858443155265D+01     1.3514299169987027D+01     2.3965819871896192D+01     1.1702485549114831D+39     1.1065144012637435D-11     0.0000000000000000D+00     3.7440594140469261D-03     5.4862669894629760D+05     1.0301331472933363D-99     4.3850458658430717D-31     1.0301331473906127D-99     1.2035476734021675D-30     4.4720814398906840D-02     3.0594810469714168D-01     1.7124594441989948D-08     6.4768693367988046D-01     1.5523864837475929D-03     6.0993439727778024D-05     8.2784694513341765D-06     5.0166223617129181D-06     9.8101760550415484D-07     7.5916633275839187D-07     2.4170433782044122D-22     8.2601329215973500D-41     1.0301331473419754D-99     1.7809184088134042D-61     9.0369158723151414D-07     1.4811208662413526D-05     1.0189499746054722D-99 
   55    -1.2299721253645496D+01     1.3545096330259369D+01     2.3965532421994737D+01     1.1702121131489193D+39     2.2130288025273374D-11     0.0000000000000000D+00     3.7443821195230766D-03     1.2902846772543996D+06     1.0301331472933372D-99     4.3850458294936824D-31     1.0301331473906132D-99     1.2035476624463556D-30     4.4720814396955717D-02     3.0594810469335960D-01     1.7124594440959519D-08     6.4768693368555441D-01     1.5523864838060063D-03     6.0993439728782865D-05     8.2784694513342742D-06     5.0166223617129235D-06     9.8101760550415537D-07     7.5916633275839320D-07     2.4170433783833016D-22     8.2601329227395972D-41     1.0301331473419763D-99     1.7809184091828564D-61     9.0369158723151556D-07     1.4811208662413544D-05     1.0189461006558815D-99 
   56    -1.2237450811973720D+01     1.3571868733094349D+01     2.3964975555809506D+01     1.1701743426848130D+39     1.1065144012637202D-11     0.0000000000000000D+00     3.7447278894759836D-03     9.9414329049104104D+05     1.0301331472933374D-99     4.3850457765225279D-31     1.0301331473906132D-99     1.2035476464806944D-30     4.4720814394112320D-02     3.0594810468784783D-01     1.7124594439457904D-08     6.4768693369382299D-01     1.5523864838911287D-03     6.0993439730247098D-05     8.2784694513344163D-06     5.0166223617129235D-06     9.8101760550415573D-07     7.5916633275839284D-07     2.4170433786439873D-22     8.2601329244041608D-41     1.0301331473419761D-99     1.7809184097212506D-61     9.0369158723151574D-07     1.4811208662413546D-05     1.0189404471897223D-99 
